t_100,V_in_100,I_out_100,t_200,V_in_200,I_out_200,t_400,V_in_400,I_out_400,t_800,V_in_800,I_out_800,t_1600,V_in_1600,I_out_1600,t_3200,V_in_3200,I_out_3200,t_6400,V_in_6400,I_out_6400,t_12800,V_in_12800,I_out_12800,t_25600,V_in_25600,I_out_25600,t_51200,V_in_51200,I_out_51200,t_102400,V_in_102400,I_out_102400,t_204800,V_in_204800,I_out_204800,t_409600,V_in_409600,I_out_409600,t_819200,V_in_819200,I_out_819200,t_1638400,V_in_1638400,I_out_1638400,t_3276800,V_in_3276800,I_out_3276800,t_6553600,V_in_6553600,I_out_6553600
3.910000000000000281e-02,-8.841142117153413249e-01,-8.452779155739143895e-07,1.955000000000000140e-02,-8.841142117153413249e-01,-1.622583137311927571e-06,9.775000000000000702e-03,-8.841142117153413249e-01,-2.935895304853198960e-06,4.887500000000000351e-03,-8.841142117153413249e-01,-4.489643679065985473e-06,2.443750000000000176e-03,-8.841142117153413249e-01,-4.163893164090024608e-06,1.221875000000000088e-03,-8.841142117153413249e-01,1.622762081035489607e-07,6.109375000000000439e-04,-8.841142117153413249e-01,5.141411324036089974e-06,3.054687500000000219e-04,-8.841142117153413249e-01,8.147990315306044310e-06,1.527343750000000110e-04,-8.841142117153413249e-01,9.639906431764370953e-06,7.636718750000000549e-05,-8.841142117153413249e-01,1.035913550712305166e-05,3.818359375000000274e-05,-8.841142117153413249e-01,1.070905956187719647e-05,1.909179687500000137e-05,-8.841142117153413249e-01,1.088123789278115064e-05,9.545898437500000686e-06,-8.841142117153413249e-01,1.096658745191959621e-05,4.772949218750000343e-06,-8.841142117153413249e-01,1.100907197592500218e-05,2.386474609375000171e-06,-8.841142117153413249e-01,1.103026601190040336e-05,1.193237304687500086e-06,-8.841142117153413249e-01,1.104085089107315599e-05,5.966186523437500429e-07,-8.841142117153413249e-01,1.104614028569639186e-05
3.919999999999999873e-02,-7.948935622678325874e-01,-8.811582843206486691e-07,1.959999999999999937e-02,-7.948935622678325874e-01,-1.699384658276673171e-06,9.799999999999999684e-03,-7.948935622678325874e-01,-3.106688903563235325e-06,4.899999999999999842e-03,-7.948935622678325874e-01,-4.873189699952441324e-06,2.449999999999999921e-03,-7.948935622678325874e-01,-4.924037168036721349e-06,1.224999999999999960e-03,-7.948935622678325874e-01,-9.378294013805664754e-07,6.124999999999999802e-04,-7.948935622678325874e-01,3.937463142696757779e-06,3.062499999999999901e-04,-7.948935622678325874e-01,6.958943594406458861e-06,1.531249999999999951e-04,-7.948935622678325874e-01,8.480394737343294846e-06,7.656249999999999753e-05,-7.948935622678325874e-01,9.219969248688592118e-06,3.828124999999999876e-05,-7.948935622678325874e-01,9.581413046235489947e-06,1.914062499999999938e-05,-7.948935622678325874e-01,9.759678593730950131e-06,9.570312499999999691e-06,-7.948935622678325874e-01,9.848152211306424728e-06,4.785156249999999846e-06,-7.948935622678325874e-01,9.892218691080677411e-06,2.392578124999999923e-06,-7.948935622678325874e-01,9.914208662549992216e-06,1.196289062499999961e-06,-7.948935622678325874e-01,9.925192745820312138e-06,5.981445312499999807e-07,-7.948935622678325874e-01,9.930682051195517080e-06
3.930000000000000160e-02,-7.025358310823676122e-01,-9.135611238821009913e-07,1.965000000000000080e-02,-7.025358310823676122e-01,-1.769479484370209164e-06,9.825000000000000400e-03,-7.025358310823676122e-01,-3.265221820482079534e-06,4.912500000000000200e-03,-7.025358310823676122e-01,-5.237503467441827014e-06,2.456250000000000100e-03,-7.025358310823676122e-01,-5.664748246859859616e-06,1.228125000000000050e-03,-7.025358310823676122e-01,-2.034233826671055110e-06,6.140625000000000250e-04,-7.025358310823676122e-01,2.717975593188865416e-06,3.070312500000000125e-04,-7.025358310823676122e-01,5.742433102378531692e-06,1.535156250000000062e-04,-7.025358310823676122e-01,7.287414799217615360e-06,7.675781250000000312e-05,-7.025358310823676122e-01,8.044415983832708421e-06,3.837890625000000156e-05,-7.025358310823676122e-01,8.415953070631407784e-06,1.918945312500000078e-05,-7.025358310823676122e-01,8.599602302044188746e-06,9.594726562500000390e-06,-7.025358310823676122e-01,8.690850813107871620e-06,4.797363281250000195e-06,-7.025358310823676122e-01,8.736325338387361628e-06,2.398681640625000098e-06,-7.025358310823676122e-01,8.759024460979464554e-06,1.199340820312500049e-06,-7.025358310823676122e-01,8.770364399188836733e-06,5.996704101562500244e-07,-7.025358310823676122e-01,8.776031951535518674e-06
3.940000000000000446e-02,-6.074055119297169236e-01,-9.423585550539659266e-07,1.970000000000000223e-02,-6.074055119297169236e-01,-1.832590983337212333e-06,9.850000000000001116e-03,-6.074055119297169236e-01,-3.410868398613425239e-06,4.925000000000000558e-03,-6.074055119297169236e-01,-5.581147201532927967e-06,2.462500000000000279e-03,-6.074055119297169236e-01,-6.383103152329902738e-06,1.231250000000000139e-03,-6.074055119297169236e-01,-3.122610060400644930e-06,6.156250000000000697e-04,-6.074055119297169236e-01,1.487761435739658121e-06,3.078125000000000349e-04,-6.074055119297169236e-01,4.503259850363720590e-06,1.539062500000000174e-04,-6.074055119297169236e-01,6.065674764182625116e-06,7.695312500000000872e-05,-6.074055119297169236e-01,6.837115084232780134e-06,3.847656250000000436e-05,-6.074055119297169236e-01,7.217279173140833696e-06,1.923828125000000218e-05,-6.074055119297169236e-01,7.405587308855906462e-06,9.619140625000001090e-06,-6.074055119297169236e-01,7.499250597222175653e-06,4.809570312500000545e-06,-6.074055119297169236e-01,7.545953700830891481e-06,2.404785156250000272e-06,-6.074055119297169236e-01,7.569272391479152993e-06,1.202392578125000136e-06,-6.074055119297169236e-01,7.580923431072189755e-06,6.011962890625000681e-07,-6.074055119297169236e-01,7.586746863150495719e-06
3.950000000000000039e-02,-5.098780407186676022e-01,-9.674369275317031836e-07,1.975000000000000019e-02,-5.098780407186676022e-01,-1.888470082924162181e-06,9.875000000000000097e-03,-5.098780407186676022e-01,-3.543053837452982369e-06,4.937500000000000049e-03,-5.098780407186676022e-01,-5.902764697403178149e-06,2.468750000000000024e-03,-5.098780407186676022e-01,-7.076266865820101420e-06,1.234375000000000012e-03,-5.098780407186676022e-01,-4.198662778806611268e-06,6.171875000000000061e-04,-5.098780407186676022e-01,2.516757635972034088e-07,3.085937500000000030e-04,-5.098780407186676022e-01,3.246314289063323552e-06,1.542968750000000015e-04,-5.098780407186676022e-01,4.819996281996681617e-06,7.714843750000000076e-05,-5.098780407186676022e-01,5.602831214976218919e-06,3.857421875000000038e-05,-5.098780407186676022e-01,5.990121972015158627e-06,1.928710937500000019e-05,-5.098780407186676022e-01,6.182345845850656816e-06,9.643554687500000095e-06,-5.098780407186676022e-01,6.278054265310950544e-06,4.821777343750000047e-06,-5.098780407186676022e-01,6.325801631435631744e-06,2.410888671875000024e-06,-5.098780407186676022e-01,6.349647861921361809e-06,1.205444335937500012e-06,-5.098780407186676022e-01,6.361564021567642555e-06,6.027221679687500059e-07,-5.098780407186676022e-01,6.367520350951632136e-06
3.960000000000000325e-02,-4.103383138220096926e-01,-9.886972684363661703e-07,1.980000000000000163e-02,-4.103383138220096926e-01,-1.936896253853730330e-06,9.900000000000000813e-03,-4.103383138220096926e-01,-3.661256461463455272e-06,4.950000000000000407e-03,-4.103383138220096926e-01,-6.201086677729488139e-06,2.475000000000000203e-03,-4.103383138220096926e-01,-7.741503786829804601e-06,1.237500000000000102e-03,-4.103383138220096926e-01,-5.258145293411311975e-06,6.187500000000000508e-04,-4.103383138220096926e-01,-9.854031578045898599e-07,3.093750000000000254e-04,-4.103383138220096926e-01,1.976557008363775410e-06,1.546875000000000127e-04,-4.103383138220096926e-01,3.555295476532395121e-06,7.734375000000000635e-05,-4.103383138220096926e-01,4.346435530604105949e-06,3.867187500000000318e-05,-4.103383138220096926e-01,4.739324496092216914e-06,1.933593750000000159e-05,-4.103383138220096926e-01,4.934705488236846458e-06,9.667968750000000794e-06,-4.103383138220096926e-01,5.032081321384573253e-06,4.833984375000000397e-06,-4.103383138220096926e-01,5.080684512984825778e-06,2.416992187500000199e-06,-4.103383138220096926e-01,5.104964173130600401e-06,1.208496093750000099e-06,-4.103383138220096926e-01,5.117098425191978534e-06,6.042480468750000496e-07,-4.103383138220096926e-01,5.123164144970758926e-06
3.969999999999999918e-02,-3.091791690664454917e-01,-1.006055672915325528e-06,1.984999999999999959e-02,-3.091791690664454917e-01,-1.977678380153061882e-06,9.924999999999999795e-03,-3.091791690664454917e-01,-3.765009778889494766e-06,4.962499999999999897e-03,-3.091791690664454917e-01,-6.474935801945806516e-06,2.481249999999999949e-03,-3.091791690664454917e-01,-8.376188529149510370e-06,1.240624999999999974e-03,-3.091791690664454917e-01,-6.296876310760938451e-06,6.203124999999999872e-04,-3.091791690664454917e-01,-2.218593143130338500e-06,3.101562499999999936e-04,-3.091791690664454917e-01,6.989991601552889020e-07,1.550781249999999968e-04,-3.091791690664454917e-01,2.276563544082307293e-06,7.753906249999999840e-05,-3.091791690664454917e-01,3.072886450890281202e-06,3.876953124999999920e-05,-3.091791690664454917e-01,3.469823071574675592e-06,1.938476562499999960e-05,-3.091791690664454917e-01,3.667590102513526569e-06,9.692382812499999799e-06,-3.091791690664454917e-01,3.766249051421967030e-06,4.846191406249999900e-06,-3.091791690664454917e-01,3.815516253905300049e-06,2.423095703124999950e-06,-3.091791690664454917e-01,3.840133522984847888e-06,1.211547851562499975e-06,-3.091791690664454917e-01,3.852437979112047609e-06,6.057739257812499875e-07,-3.091791690664454917e-01,3.858589150660818284e-06
3.980000000000000204e-02,-2.067998353811024148e-01,-1.019443635276405200e-06,1.990000000000000102e-02,-2.067998353811024148e-01,-2.010655513401237345e-06,9.950000000000000511e-03,-2.067998353811024148e-01,-3.853904322787610907e-06,4.975000000000000255e-03,-2.067998353811024148e-01,-6.723231312668631225e-06,2.487500000000000128e-03,-2.067998353811024148e-01,-8.977816282061200061e-06,1.243750000000000064e-03,-2.067998353811024148e-01,-7.310756434081137809e-06,6.218750000000000319e-04,-2.067998353811024148e-01,-3.443027354898945715e-06,3.109375000000000160e-04,-2.067998353811024148e-01,-5.813173183959906347e-07,1.554687500000000080e-04,-2.067998353811024148e-01,9.888470553866776092e-07,7.773437500000000399e-05,-2.067998353811024148e-01,1.787210092223074164e-06,3.886718750000000199e-05,-2.067998353811024148e-01,2.186627840605002321e-06,1.943359375000000100e-05,-2.067998353811024148e-01,2.386000414218121278e-06,9.716796875000000499e-06,-2.067998353811024148e-01,2.485553117089063870e-06,4.858398437500000249e-06,-2.067998353811024148e-01,2.535289895315176701e-06,2.429199218750000125e-06,-2.067998353811024148e-01,2.560147620214000552e-06,1.214599609375000062e-06,-2.067998353811024148e-01,2.572573720340059702e-06,6.072998046875000312e-07,-2.067998353811024148e-01,2.578786067794919827e-06
3.990000000000000491e-02,-1.036043572233622534e-01,-1.028808319348544531e-06,1.995000000000000245e-02,-1.036043572233622534e-01,-2.035697507919147010e-06,9.975000000000001227e-03,-1.036043572233622534e-01,-3.927589267005094501e-06,4.987500000000000613e-03,-1.036043572233622534e-01,-6.944993300952581981e-06,2.493750000000000307e-03,-1.036043572233622534e-01,-9.544012695681737443e-06,1.246875000000000153e-03,-1.036043572233622534e-01,-8.295784341722985076e-06,6.234375000000000767e-04,-1.036043572233622534e-01,-4.653873510667410581e-06,3.117187500000000383e-04,-1.036043572233622534e-01,-1.859339603070253880e-06,1.558593750000000192e-04,-1.036043572233622534e-01,-3.027719608753888774e-07,7.792968750000000958e-05,-1.036043572233622534e-01,4.944804318204136066e-07,3.896484375000000479e-05,-1.036043572233622534e-01,8.948029885236244703e-07,1.948242187500000240e-05,-1.036043572233622534e-01,1.094994272347625364e-06,9.741210937500001198e-06,-1.036043572233622534e-01,1.195047840144070243e-06,4.870605468750000599e-06,-1.036043572233622534e-01,1.245057905771948377e-06,2.435302734375000300e-06,-1.036043572233622534e-01,1.270057984406286948e-06,1.217651367187500150e-06,-1.036043572233622534e-01,1.282556688390953583e-06,6.088256835937500749e-07,-1.036043572233622534e-01,1.288805694454650395e-06
4.000000000000000083e-02,4.245443795146320211e-15,-1.034112767002026757e-06,2.000000000000000042e-02,4.245443795146320211e-15,-2.052705534395024206e-06,1.000000000000000021e-02,4.245443795146320211e-15,-3.985773810730559662e-06,5.000000000000000104e-03,4.245443795146320211e-15,-7.139346573543290159e-06,2.500000000000000052e-03,4.245443795146320211e-15,-1.007254325143703258e-05,1.250000000000000026e-03,4.245443795146320211e-15,-9.248072578551352243e-06,6.250000000000000130e-04,4.245443795146320211e-15,-5.846352953841767323e-06,3.125000000000000065e-04,4.245443795146320211e-15,-3.130023923782590001e-06,1.562500000000000033e-04,4.245443795146320211e-15,-1.593196074531158478e-06,7.812500000000000163e-05,4.245443795146320211e-15,-8.002007169399481555e-07,3.906250000000000081e-05,4.245443795146320211e-15,-4.005532421567831296e-07,1.953125000000000041e-05,4.245443795146320211e-15,-2.003333116604558761e-07,9.765625000000000203e-06,4.245443795146320211e-15,-1.001737446605478628e-07,4.882812500000000102e-06,4.245443795146320211e-15,-5.008775851243825766e-08,2.441406250000000051e-06,4.245443795146320211e-15,-2.504399003150512503e-08,1.220703125000000025e-06,4.245443795146320211e-15,-1.252200886274430377e-08,6.103515625000000127e-07,4.245443795146320211e-15,-6.261006162244877119e-09
4.010000000000000370e-02,1.036043572233707050e-01,-1.035336044005336044e-06,2.005000000000000185e-02,1.036043572233707050e-01,-2.061612469918598872e-06,1.002500000000000092e-02,1.036043572233707050e-01,-4.028228326151916499e-06,5.012500000000000462e-03,1.036043572233707050e-01,-7.305524106865420092e-06,2.506250000000000231e-03,1.036043572233707050e-01,-1.056132208068619711e-05,1.253125000000000116e-03,1.036043572233707050e-01,-1.016386289795464402e-05,6.265625000000000578e-04,1.036043572233707050e-01,-7.015759512851910488e-06,3.132812500000000289e-04,1.036043572233707050e-01,-4.388355470039666369e-06,1.566406250000000144e-04,1.036043572233707050e-01,-2.877332571142805155e-06,7.832031250000000722e-05,1.036043572233707050e-01,-2.091723839047481698e-06,3.916015625000000361e-05,1.036043572233707050e-01,-1.694328672185767513e-06,1.958007812500000181e-05,1.036043572233707050e-01,-1.494870271610997391e-06,9.790039062500000903e-06,1.036043572233707050e-01,-1.394999989459874778e-06,4.895019531250000451e-06,1.036043572233707050e-01,-1.345035749296896288e-06,2.447509765625000226e-06,1.036043572233707050e-01,-1.320047127282153476e-06,1.223754882812500113e-06,1.036043572233707050e-01,-1.307551287468222438e-06,6.118774414062500564e-07,1.036043572233707050e-01,-1.301302997448199124e-06
4.019999999999999962e-02,2.067998353811050238e-01,-1.032473322643002258e-06,2.009999999999999981e-02,2.067998353811050238e-01,-2.062383162884551482e-06,1.004999999999999991e-02,2.067998353811050238e-01,-4.054785264692419397e-06,5.024999999999999953e-03,2.067998353811050238e-01,-7.442870074114241027e-06,2.512499999999999976e-03,2.067998353811050238e-01,-1.100842019669199153e-05,1.256249999999999988e-03,2.067998353811050238e-01,-1.103954109392698081e-05,6.281249999999999941e-04,2.067998353811050238e-01,-8.157478074260465293e-06,3.140624999999999971e-04,2.067998353811050238e-01,-5.629368182105406300e-06,1.570312499999999985e-04,2.067998353811050238e-01,-4.150113550624362918e-06,7.851562499999999926e-05,2.067998353811050238e-01,-3.374991882780016831e-06,3.925781249999999963e-05,2.067998353811050238e-01,-2.981417361010774399e-06,1.962890624999999982e-05,2.067998353811050238e-01,-2.783507661540755423e-06,9.814453124999999908e-06,2.067998353811050238e-01,-2.684320806615822761e-06,4.907226562499999954e-06,2.067998353811050238e-01,-2.634675498467262131e-06,2.453613281249999977e-06,2.067998353811050238e-01,-2.609840641593586632e-06,1.226806640624999988e-06,2.067998353811050238e-01,-2.597420258505424888e-06,6.134033203124999942e-07,2.067998353811050238e-01,-2.591209340312014606e-06
4.030000000000000249e-02,3.091791690664423276e-01,-1.025535900768390345e-06,2.015000000000000124e-02,3.091791690664423276e-01,-2.055014571719841885e-06,1.007500000000000062e-02,3.091791690664423276e-01,-4.065339818248361158e-06,5.037500000000000311e-03,3.091791690664423276e-01,-7.550842433504422374e-06,2.518750000000000155e-03,3.091791690664423276e-01,-1.141207310745021531e-05,1.259375000000000078e-03,3.091791690664423276e-01,-1.187165126468812407e-05,6.296875000000000389e-04,3.091791690664423276e-01,-9.267002796507086375e-06,3.148437500000000194e-04,3.091791690664423276e-01,-6.848164349769996239e-06,1.574218750000000097e-04,3.091791690664423276e-01,-5.406515927928067422e-06,7.871093750000000486e-05,3.091791690664423276e-01,-4.644940375438273288e-06,3.935546875000000243e-05,3.091791690664423276e-01,-4.256739757591829918e-06,1.967773437500000121e-05,3.091791690664423276e-01,-4.061159818394027768e-06,9.838867187500000607e-06,3.091791690664423276e-01,-3.963047835897437326e-06,4.919433593750000304e-06,3.091791690664423276e-01,-3.913917387113846722e-06,2.459716796875000152e-06,3.091791690664423276e-01,-3.889334307215351575e-06,1.229858398437500076e-06,3.091791690664423276e-01,-3.877038398430674808e-06,6.149291992187500379e-07,3.091791690664423276e-01,-3.870889363720488052e-06
4.040000000000000535e-02,4.103383138220121906e-01,-1.014551157216230945e-06,2.020000000000000268e-02,4.103383138220121906e-01,-2.039535776887405808e-06,1.010000000000000134e-02,4.103383138220121906e-01,-4.059850332818773083e-06,5.050000000000000669e-03,4.103383138220121906e-01,-7.629015067461343963e-06,2.525000000000000334e-03,4.103383138220121906e-01,-1.177068777933364760e-05,1.262500000000000167e-03,4.103383138220121906e-01,-1.265690945154919369e-05,6.312500000000000836e-04,4.103383138220121906e-01,-1.033995489240688112e-05,3.156250000000000418e-04,4.103383138220121906e-01,-8.039933941374871449e-06,1.578125000000000209e-04,4.103383138220121906e-01,-6.641581256866556052e-06,7.890625000000001045e-05,4.103383138220121906e-01,-5.896557410506219807e-06,3.945312500000000523e-05,4.103383138220121906e-01,-5.515262747069224635e-06,1.972656250000000261e-05,4.103383138220121906e-01,-5.322784432811679014e-06,9.863281250000001306e-06,4.103383138220121906e-01,-5.226134525915244103e-06,4.931640625000000653e-06,4.103383138220121906e-01,-5.177712831932405457e-06,2.465820312500000327e-06,4.103383138220121906e-01,-5.153478547194508494e-06,1.232910156250000163e-06,4.103383138220121906e-01,-5.141355639047823624e-06,6.164550781250000817e-07,4.103383138220121906e-01,-5.135292755251634711e-06
4.050000000000000128e-02,5.098780407186588315e-01,-9.995624437508749676e-07,2.025000000000000064e-02,5.098780407186588315e-01,-2.016007866118862227e-06,1.012500000000000032e-02,5.098780407186588315e-01,-4.038338472894739277e-06,5.062500000000000160e-03,5.098780407186588315e-01,-7.677079464312438890e-06,2.531250000000000080e-03,5.098780407186588315e-01,-1.208284892406774123e-05,1.265625000000000040e-03,5.098780407186588315e-01,-1.339221659919681154e-05,6.328125000000000199e-04,5.098780407186588315e-01,-1.137209991022227397e-05,3.164062500000000100e-04,5.098780407186588315e-01,-9.199973586809436236e-06,1.582031250000000050e-04,5.098780407186588315e-01,-7.850435298833909205e-06,7.910156250000000249e-05,5.098780407186588315e-01,-7.124903427355592906e-06,3.955078125000000125e-05,5.098780407186588315e-01,-6.752019514167669494e-06,1.977539062500000062e-05,5.098780407186588315e-01,-6.563402448821777080e-06,9.887695312500000312e-06,5.098780407186588315e-01,-6.468596050552873716e-06,4.943847656250000156e-06,5.098780407186588315e-01,-6.421074209675169287e-06,2.471923828125000078e-06,5.098780407186588315e-01,-6.397284361748141908e-06,1.235961914062500039e-06,5.098780407186588315e-01,-6.385382297819471701e-06,6.179809570312500195e-07,5.098780407186588315e-01,-6.379429492369757099e-06
4.060000000000000414e-02,6.074055119297192551e-01,-9.806289139766752983e-07,2.030000000000000207e-02,6.074055119297192551e-01,-1.984523693329129145e-06,1.015000000000000104e-02,6.074055119297192551e-01,-4.000889135959541971e-06,5.075000000000000518e-03,6.074055119297192551e-01,-7.694845935841882858e-06,2.537500000000000259e-03,6.074055119297192551e-01,-1.234732458422716381e-05,1.268750000000000129e-03,6.074055119297192551e-01,-1.407467078624925873e-05,6.343750000000000647e-04,6.074055119297192551e-01,-1.235936444511038986e-05,3.171875000000000324e-04,6.074055119297192551e-01,-1.032370513956512010e-05,1.585937500000000162e-04,6.074055119297192551e-01,-9.028307259199632741e-06,7.929687500000000809e-05,6.074055119297192551e-01,-8.325130705436082233e-06,3.964843750000000404e-05,6.074055119297192551e-01,-7.962129144948125714e-06,1.982421875000000202e-05,6.074055119297192551e-01,-7.778117713899868638e-06,9.912109375000001011e-06,6.074055119297192551e-01,-7.685528981799542704e-06,4.956054687500000506e-06,6.074055119297192551e-01,-7.639094541022252240e-06,2.478027343750000253e-06,6.074055119297192551e-01,-7.615843017567311831e-06,1.239013671875000126e-06,6.074055119297192551e-01,-7.604208769865449896e-06,6.195068359375000632e-07,6.074055119297192551e-01,-7.598389535765741298e-06
4.070000000000000007e-02,7.025358310823699437e-01,-9.578252898857462755e-07,2.035000000000000003e-02,7.025358310823699437e-01,-1.945207512164461783e-06,1.017500000000000002e-02,7.025358310823699437e-01,-3.947650117437094110e-06,5.087500000000000008e-03,7.025358310823699437e-01,-7.682244365903270647e-06,2.543750000000000004e-03,7.025358310823699437e-01,-1.256307099520865383e-05,1.271875000000000002e-03,7.025358310823699437e-01,-1.470157867781378228e-05,6.359375000000000010e-04,7.025358310823699437e-01,-1.329785221499011191e-05,3.179687500000000005e-04,7.025358310823699437e-01,-1.140669374458712063e-05,1.589843750000000003e-04,7.025358310823699437e-01,-1.017054861545447312e-05,7.949218750000000013e-05,7.025358310823699437e-01,-9.492502496012581736e-06,3.974609375000000007e-05,7.025358310823699437e-01,-9.140815889544202726e-06,1.987304687500000003e-05,7.025358310823699437e-01,-8.962136301845098743e-06,9.936523437500000016e-06,7.025358310823699437e-01,-8.872130641339113683e-06,4.968261718750000008e-06,7.025358310823699437e-01,-8.826966856186175709e-06,2.484130859375000004e-06,7.025358310823699437e-01,-8.804345420343789223e-06,1.242065429687500002e-06,7.025358310823699437e-01,-8.793024903929232144e-06,6.210327148437500010e-07,7.025358310823699437e-01,-8.787362207037965444e-06
4.080000000000000293e-02,7.948935622678297008e-01,-9.312415669643893446e-07,2.040000000000000147e-02,7.948935622678297008e-01,-1.898214485630061453e-06,1.020000000000000073e-02,7.948935622678297008e-01,-3.878831527410908116e-06,5.100000000000000366e-03,7.948935622678297008e-01,-7.639324487136044776e-06,2.550000000000000183e-03,7.948935622678297008e-01,-1.272923670449323849e-05,1.275000000000000092e-03,7.948935622678297008e-01,-1.527046615484938896e-05,6.375000000000000458e-04,7.948935622678297008e-01,-1.418385943738806389e-05,3.187500000000000229e-04,7.948935622678297008e-01,-1.244466534062190821e-05,1.593750000000000114e-04,7.948935622678297008e-01,-1.127265146280579598e-05,7.968750000000000572e-05,7.948935622678297008e-01,-1.062241171594919483e-05,3.984375000000000286e-05,7.948935622678297008e-01,-1.028342800986579467e-05,1.992187500000000143e-05,7.948935622678297008e-01,-1.011078543221755567e-05,9.960937500000000716e-06,7.948935622678297008e-01,-1.002371805452838753e-05,4.980468750000000358e-06,7.948935622678297008e-01,-9.980003165826293872e-06,2.490234375000000179e-06,7.948935622678297008e-01,-9.958101094068981884e-06,1.245117187500000089e-06,7.948935622678297008e-01,-9.947138985848164884e-06,6.225585937500000447e-07,7.948935622678297008e-01,-9.941655174242929323e-06
4.089999999999999886e-02,8.841142117153435454e-01,-9.009826590220269023e-07,2.044999999999999943e-02,8.841142117153435454e-01,-1.843730073732587103e-06,1.022499999999999971e-02,8.841142117153435454e-01,-3.794704961415594554e-06,5.112499999999999857e-03,8.841142117153435454e-01,-7.566255684693468896e-06,2.556249999999999929e-03,8.841142117153435454e-01,-1.284516593194026972e-05,1.278124999999999964e-03,8.841142117153435454e-01,-1.577908807838418492e-05,6.390624999999999821e-04,8.841142117153435454e-01,-1.501388944657563638e-05,3.195312499999999911e-04,8.841142117153435454e-01,-1.343352352798405123e-05,1.597656249999999955e-04,8.841142117153435454e-01,-1.233026630481800437e-05,7.988281249999999777e-05,8.841142117153435454e-01,-1.171039912976125250e-05,3.994140624999999888e-05,8.841142117153435454e-01,-1.138545613788382055e-05,1.997070312499999944e-05,8.841142117153435454e-01,-1.121953191166753071e-05,9.985351562499999721e-06,8.841142117153435454e-01,-1.113574643195749063e-05,4.992675781249999860e-06,8.841142117153435454e-01,-1.109365296240064618e-05,2.496337890624999930e-06,8.841142117153435454e-01,-1.107255669219952846e-05,1.248168945312499965e-06,8.841142117153435454e-01,-1.106199625460548911e-05,6.240844726562499826e-07,8.841142117153435454e-01,-1.105671297038537605e-05
4.100000000000000172e-02,9.698456662825839514e-01,-8.671679841443256739e-07,2.050000000000000086e-02,9.698456662825839514e-01,-1.781969301554234589e-06,1.025000000000000043e-02,9.698456662825839514e-01,-3.695602428573358029e-06,5.125000000000000215e-03,9.698456662825839514e-01,-7.463326327756819358e-06,2.562500000000000108e-03,9.698456662825839514e-01,-1.291040115785203717e-05,1.281250000000000054e-03,9.698456662825839514e-01,-1.622543715005325888e-05,6.406250000000000269e-04,9.698456662825839514e-01,-1.578466649331124834e-05,3.203125000000000134e-04,9.698456662825839514e-01,-1.436936573517441247e-05,1.601562500000000067e-04,9.698456662825839514e-01,-1.333921921888799393e-05,8.007812500000000336e-05,9.698456662825839514e-01,-1.275217094818066760e-05,4.003906250000000168e-05,9.698456662825839514e-01,-1.244255107204580973e-05,2.001953125000000084e-05,9.698456662825839514e-01,-1.228400002437877844e-05,1.000976562500000042e-05,9.698456662825839514e-01,-1.220382710565840243e-05,5.004882812500000210e-06,9.698456662825839514e-01,-1.216352117894040483e-05,2.502441406250000105e-06,9.698456662825839514e-01,-1.214331396763599703e-05,1.251220703125000053e-06,9.698456662825839514e-01,-1.213319687789131301e-05,6.256103515625000263e-07,9.698456662825839514e-01,-1.212813497176543645e-05
4.110000000000000459e-02,1.051749583085340722e+00,-8.299309934045761516e-07,2.055000000000000229e-02,1.051749583085340722e+00,-1.713175910646985820e-06,1.027500000000000115e-02,1.051749583085340722e+00,-3.581915041305699054e-06,5.137500000000000573e-03,1.051749583085340722e+00,-7.330942631473984113e-06,2.568750000000000287e-03,1.051749583085340722e+00,-1.292468492859500133e-05,1.284375000000000143e-03,1.051749583085340722e+00,-1.660775183398816867e-05,6.421875000000000716e-04,1.051749583085340722e+00,-1.649314867272588358e-05,3.210937500000000358e-04,1.051749583085340722e+00,-1.524849862054674649e-05,1.605468750000000179e-04,1.051749583085340722e+00,-1.429552832881055380e-05,8.027343750000000896e-05,1.051749583085340722e+00,-1.374361577378029051e-05,4.013671875000000448e-05,1.051749583085340722e+00,-1.345054094158724580e-05,2.006835937500000224e-05,1.051749583085340722e+00,-1.329998880101952926e-05,1.003417968750000112e-05,1.051749583085340722e+00,-1.322374484917153823e-05,5.017089843750000560e-06,1.051749583085340722e+00,-1.318538553437106336e-05,2.508544921875000280e-06,1.051749583085340722e+00,-1.316614713059458547e-05,1.254272460937500140e-06,1.051749583085340722e+00,-1.315651331623042237e-05,6.271362304687500700e-07,1.051749583085340722e+00,-1.315169276522969471e-05
